YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
3G0L57z1DqY,3G0L57z1DqY_3,"A tranquil park scene during the golden hour with bushes, trees, and a gazebo. A person walks along the path, then two others appear and converse as they walk together.",825,1266,30,108.3,3249
3G0L57z1DqY,3G0L57z1DqY_4,"A quiet urban scene with a roundabout and parked cars. A black car turns at the roundabout, and a pedestrian briefly appears.",1326,3027,30,108.3,3249
3G0L57z1DqY,3G0L57z1DqY_1,"A tranquil outdoor scene during twilight with people in a park. People walk, stand, and engage in conversation as they enjoy the serene atmosphere.",174,489,30,108.3,3249
3G0L57z1DqY,3G0L57z1DqY_2,A tranquil evening scene in an urban park. People walk and converse; the sun sets and casts longer shadows.,549,756,30,108.3,3249
QLDQlUxiJSQ,QLDQlUxiJSQ_1,An aerial view of a rugged landscape with a solitary figure trekking across it. The figure moves steadily across the rocky terrain as clouds shift and sunlight breaks through.,174,1602,30,61.13,1834
TjQxVsfxjDk,TjQxVsfxjDk_1,A serene cityscape reflecting on still water under a clear sky. The urban skyline and reflections remain unchanged; trees are leafless and still.,174,1586,30,60.13,1804
IRdbgKQggh8,IRdbgKQggh8_3,"A lavishly decorated interior space with ornate columns and archways. Individuals are seated on the floor, appearing calm and undisturbed.",4122,5332,30,240.13,7204
IRdbgKQggh8,IRdbgKQggh8_4,A serene plaza surrounded by traditional architecture with a green dome at its center. A person dressed in red walks from right to left towards the green dome and then exits the scene.,5397,6964,30,240.13,7204
IRdbgKQggh8,IRdbgKQggh8_1,"A serene courtyard with a fountain and individuals seated around it. The fountain remains still, and the seated individuals do not move.",171,1525,30,240.13,7204
IRdbgKQggh8,IRdbgKQggh8_2,"A majestic temple surrounded by manicured lawns and a reflecting pool. People briefly gather near the temple entrance before leaving, returning the scene to stillness.",1587,4055,30,240.13,7204
3XmGfXQO0zc,3XmGfXQO0zc_1,"A static nighttime scene featuring a circular holiday light display. The purple and white lights remain illuminated, and a parked vehicle stays in place.",174,1862,30,67.93,2038
pBIXSoym8aM,pBIXSoym8aM_1,"A tranquil urban square with classic architecture under an overcast sky. Individuals leisurely stroll through the square, some moving closer and others walking away from the camera.",186,2844,30,104.27,3128
rbELJa5NqhY,rbELJa5NqhY_1,"A tranquil urban landscape viewed from an elevated position. Vehicles on the roads show slight movements, but their positions remain mostly unchanged.",174,1851,30,69.03,2071
bHyt_HjBT08,bHyt_HjBT08_0,A serene park scene with a leafless tree and two minarets. No movement or change occurs in the environment or objects.,30,2395,30,81.73,2452
d8fxDOiVbrY,d8fxDOiVbrY_0,"A lively open-air space with a large circular building and people engaging in leisure activities. People walk and gather in small groups around the building, while the flags remain stationary.",30,2034,30,69.9,2097
sbRU7G5uo28,sbRU7G5uo28_3,"A dimly lit tunnel with an eerie ambiance. A distant figure appears and then moves out of view, while light and shadow shift along the tunnel walls.",4122,6327,30,388.93,11668
sbRU7G5uo28,sbRU7G5uo28_0,A train journey through the hills of Ella and Kandy in Sri Lanka. A person leans out of the window and shifts position while holding a camera.,30,315,30,388.93,11668
sbRU7G5uo28,sbRU7G5uo28_1,"A colorful train with ""EXPO"" branding in an industrial setting. The person inside the railcar shifts slightly, and the image clarity improves.",570,639,30,388.93,11668
sbRU7G5uo28,sbRU7G5uo28_2,"A set of red train carriages parked on a railway track. A person is seen through the open entrance of the first carriage, and the camera shifts to reveal more details of the carriages and tracks.",699,876,30,388.93,11668
kOvMh5Tx8qI,kOvMh5Tx8qI_1,"A tranquil coastal scene with calm water and a walkway. The water remains still, and there is no movement from any objects or elements.",174,1094,30,44.33,1330
rTCtSJKa1bA,rTCtSJKa1bA_1,"A tranquil, empty plaza at night with an illuminated building. The scene remains completely still with no movement or changes.",174,1592,30,61.4,1842
3vQm5yq-0LU,3vQm5yq-0LU_0,A serene landscaped garden with a central ornate fountain. Water flows continuously from the lion's mouth into the fountain basin.,30,1866,30,64.0,1920
9xqAt8VAEvI,9xqAt8VAEvI_0,"A tranquil cityscape at dusk with a calm body of water and illuminated buildings. The water remains still, and the city lights stay consistently bright without any movement.",30,1191,30,60.0,1800
P2il42OtPLA,P2il42OtPLA_1,"A grand plaza filled with individuals in period attire under a twilight sky. People converse and stroll, shifting positions as the sky gradually darkens.",174,4221,30,147.97,4439
jo43crapEJM,jo43crapEJM_0,"A tranquil traditional Chinese garden with an ornamental pond and pavilions. Visitors stroll along the paths, some pausing to observe the surroundings.",29,2141,30,73.0,2190
si0PMGWQ8eY,si0PMGWQ8eY_1,"A vibrant cultural event centered around a brass-colored stupa. People sit near the stupa, and prayer flags flutter in the breeze.",173,930,30,63.2,1896
si0PMGWQ8eY,si0PMGWQ8eY_2,A serene historic site featuring a prominent white stupa and smaller chortens. The sunlight consistently illuminates the stupa and surrounding structures; no movements or changes occur in the scene.,957,1599,30,63.2,1896
NHk3-YEJ9gw,NHk3-YEJ9gw_3,"A historically significant cave illuminated by warm artificial lighting. A person walks away, followed by a group entering with a light source, moving steadily along the pathway.",3591,4752,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_4,An indoor museum or gallery setting with a spacious layout. An individual walks towards a glass display case and then exits the scene.,4812,6090,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_5,A tranquil plaza featuring a grand East Asian style building. One person leans on a post while another walks purposefully across the plaza.,6156,7875,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_12,"A tranquil historic site featuring arches and stone slabs. The lighting subtly changes, but there is no movement or people present.",14613,15438,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_6,"A historically significant cavernous room illuminated by natural light. A solitary figure enters and walks towards the center of the room, casting a shadow on the floor.",7935,9638,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_7,"An ancient stone structure with a conical roof under a clear blue sky. A person walks away from the structure and then disappears from view, while their shadow fades.",9726,10371,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_8,An interior cavernous room with natural rock formations and light patterns. There are no significant movements or changes in the scene.,10431,11235,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_10,"A serene outdoor scene featuring an ancient stone structure and surrounding trees. People walk and stand around the stone structure, and shadows from the trees shift as the sun moves.",12060,13479,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_9,"A static scene of an archway leading to a historical structure. Sunlight streams through the archway, casting shadows on the ground, but no significant movement occurs.",11301,11978,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_13,"An abandoned circular building with a dome in a dry landscape. The building and lamppost remain stationary, with no changes in the scene.",15498,16593,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_11,"An ancient stone archway leads to a sunlit open area with vegetation. A person walks through the archway, moving closer to the camera before exiting the frame.",13650,14553,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_0,"An exploration of a cavernous temple with intricate carvings. An individual walks deeper into the temple, while the camera captures the architectural details and lighting.",30,704,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_1,"A large, dome-shaped stone structure surrounded by trees in a paved area. People walk around the base of the monument, and shadows shift as the sun moves.",765,2665,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_2,"A historically significant temple or cave with intricate carvings and natural light. A person walks into the interior, another stands at the entrance, and a group later moves deeper into the space.",2730,3531,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_14,An expansive cavern with smooth walls and rugged floor. Stalactites and stalagmites remain unchanged; a new section of the cavern is revealed with different stalactite patterns and surface features.,16653,17316,30,605.87,18176
NHk3-YEJ9gw,NHk3-YEJ9gw_15,"An ancient, dimly lit interior featuring a prominent sarcophagus. A person stands to the right of the sarcophagus, examining its carvings.",17382,18123,30,605.87,18176
NuNdiQ7xtmk,NuNdiQ7xtmk_0,"A static riverside scene with a mirrored perspective. A person in white stands on the boardwalk, their reflection visible in the water.",30,1694,30,60.63,1819
sQAGdmc80Ro,sQAGdmc80Ro_0,"A serene scene featuring a large water fountain in a public space. The fountain's water jets continuously erupt upwards, while the environment remains still.",0,1840,30,61.37,1841
xR64J_2_OBI,xR64J_2_OBI_0,"An elevated view of an archaeological site with people engaged in various activities. Individuals walk, observe, and interact, subtly shifting positions throughout the scene.",30,1134,30,39.53,1186
YkAs13hXtm4,YkAs13hXtm4_0,"A crowded sporting event in a red-clad stadium. Spectators shift positions, some raise their arms in excitement.",0,1258,30,41.97,1259
VhSWWBpF8xA,VhSWWBpF8xA_1,A tranquil and static street scene viewed through a fisheye lens. There is no movement or change in the environment or objects.,186,1838,30,70.77,2123
gwfnA7LH9UM,gwfnA7LH9UM_0,"A tranquil natural landscape with a calm body of water surrounded by greenery. The water remains still, and the foliage does not change or move.",0,3449,30,115.0,3450
3B5Qtgm1-q4,3B5Qtgm1-q4_0,"A stately, historic building with a barrel-vaulted ceiling and stone walls. The scene remains static with no movement or action observed.",5,1598,30,60.47,1814
IKbPDKZk97s,IKbPDKZk97s_0,"A tranquil public square with a statue and patterned pavement. A person walks leftward across the square, and pigeons appear on the ground.",30,816,30,63.0,1890
w1nnZdjrwWg,w1nnZdjrwWg_0,A desolate snow-covered landscape with a bright sun and rock formations. A solitary figure moves closer to the camera and later reappears between the rock formations.,0,617,30,64.0,1920
6Z_HDa6YMXM,6Z_HDa6YMXM_1,"A bustling city street at night filled with pedestrians and cyclists. A cyclist moves down the street, new pedestrians enter the scene, and another cyclist weaves through the crowd.",174,1142,30,74.1,2223
6Z_HDa6YMXM,6Z_HDa6YMXM_2,"A grand gothic church interior with tall vaults and wooden pews. The lighting remains constant, and there are no movements or changes in the scene.",1203,1981,30,74.1,2223
sDrl9YDS-xA,sDrl9YDS-xA_1,A static archaeological site with ruins and a dirt mound. No movement or changes in the structures or environment.,174,2337,30,85.2,2556
jvC6BujZ4R0,jvC6BujZ4R0_1,"A tranquil public square with a monument and ornate street lamps. The scene remains completely still, with no movement or changes observed.",169,1570,30,74.8,2244
wluKiQMxbKk,wluKiQMxbKk_1,"A tranquil nighttime scene in a parking lot or plaza under a bright moon. The scene remains unchanged, with no movement or activity observed.",171,1870,30,69.1,2073
rSPbDDMgJtE,rSPbDDMgJtE_0,"A tranquil and deserted town square with a fountain and surrounding buildings. The fountain remains still, and no movement occurs in the scene.",30,1432,30,63.0,1890
o-qN1FHm4HQ,o-qN1FHm4HQ_1,"A quiet indoor terminal space with a unique fisheye view. The benches and kiosk remain stationary, with no people or movement observed.",174,1629,30,62.97,1889
IAfOa6JPf00,IAfOa6JPf00_0,"A serene ancient landscape featuring a majestic temple-like structure. The scene remains unchanged, with no significant movement or action.",28,501,30,99.77,2993
dK9pBY2mGRY,dK9pBY2mGRY_1,"A grand, opulent hall with checkered floors and elaborate architecture. The scene remains static with no movement of objects or people; the camera subtly alters perspective.",186,1755,30,67.07,2012
zRT7B568_Dc,zRT7B568_Dc_3,"An expansive, sunlit public space surrounded by various buildings. There is no movement or change in the scene, remaining completely still.",2679,4097,30,180.2,5406
zRT7B568_Dc,zRT7B568_Dc_4,A large white building with a reddish-brown roof in a paved area under a clear blue sky. There are no noticeable movements or changes in the scene.,4167,5133,30,180.2,5406
zRT7B568_Dc,zRT7B568_Dc_1,A tranquil historic setting with traditional architecture and a paved courtyard. A person walks in the distance and exits the frame; shadows of the structures shift as time passes.,189,963,30,180.2,5406
zRT7B568_Dc,zRT7B568_Dc_2,A static desert scene with modern and traditional buildings. There are no changes or movements in the environment or objects.,1038,2618,30,180.2,5406
wAfFNnFgd-0,wAfFNnFgd-0_1,"An expansive open-air venue with terraced seating and a grass field. The light poles remain lit, and the flagpoles stand still; the scene is tranquil with no visible activity.",174,1891,30,72.03,2161
GGo7D59mynA,GGo7D59mynA_0,"A serene nighttime urban journey viewed from a moving vehicle. The vehicle moves forward, the cityscape changes outside the window, and text appears on the window.",30,789,30,129.1,3873
GGo7D59mynA,GGo7D59mynA_1,An urban night scene viewed from a moving vehicle. The city lights outside twinkle as the vehicle continues to travel.,864,930,30,129.1,3873
EBPqbM7RYXE,EBPqbM7RYXE_0,"A tranquil urban plaza with traditional architecture. Individuals leisurely walk and change positions, with shadows lengthening slightly over time.",30,1041,30,141.77,4253
EBPqbM7RYXE,EBPqbM7RYXE_1,A grand courtyard surrounded by ornate buildings. A person stands still in the courtyard.,1101,2413,30,141.77,4253
EBPqbM7RYXE,EBPqbM7RYXE_2,"A grand architectural structure with intricate carvings in a paved plaza. The scene remains completely still, with no movement or change in the structure or surroundings.",2476,4200,30,141.77,4253
TdCQ-RG2eoY,TdCQ-RG2eoY_1,"A tranquil winter landscape covered in snow. Snow falls continuously, and the scene remains unchanged.",174,2483,30,90.9,2727
ODvWteQlXlY,ODvWteQlXlY_0,An open plaza surrounded by architecturally distinct buildings. A few individuals remain scattered in the plaza without significant movement.,30,1746,30,60.87,1826
Ajv7PLp_nTo,Ajv7PLp_nTo_0,"A lively stadium filled with enthusiastic spectators engaging with their devices. The crowd raises arms, shifts positions, and an individual captures the event, adjusting their device and celebrating.",0,3671,30,122.4,3672
DkPvU9vV6Ek,DkPvU9vV6Ek_1,"A tranquil urban public space with a central water feature and surrounding greenery. Two people briefly appear, one walking and one standing by the water, before the scene returns to stillness.",174,2112,30,127.2,3816
DkPvU9vV6Ek,DkPvU9vV6Ek_2,An open plaza with distinctive buildings under an overcast sky. A person walks across the plaza and eventually exits the frame.,2175,3597,30,127.2,3816
glLEDMNVY4Q,glLEDMNVY4Q_0,"A lively outdoor event in a park with a seated audience. The crowd remains seated and focused on an unseen central point, surrounded by greenery.",0,4932,30,164.43,4933
x898WZSWtZE,x898WZSWtZE_3,"A serene view of a majestic mosque with arches and minarets. The mosque remains unchanged under the soft light, and the patterned paving stays still.",1251,1984,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_4,"A grand hall with classical architecture and warm lighting. Individuals walk and gather near archways, with some moving closer to the camera.",2046,2931,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_5,"A tranquil night scene by a river with fireworks and city lights. Fireworks burst in vibrant colors, and silhouetted figures enjoy the view along the promenade.",2991,3693,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_6,"A serene nighttime scene featuring a beautifully lit mosque. The mosque remains illuminated, while a small kiosk disappears from view, and the camera slightly shifts and zooms in on the mosque's architecture.",3746,4504,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_7,"A tranquil nighttime scene featuring a grand building and illuminated surroundings. The scene remains unchanged, with the addition of text appearing at the end of the video.",4563,5443,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_1,"A tranquil night scene featuring a fountain in a cobblestone plaza. The fountain's water jets flow steadily, with text overlays appearing later in the video.",171,570,30,188.77,5663
x898WZSWtZE,x898WZSWtZE_2,A tranquil nighttime scene in a park or garden. There are no movements or changes in the environment or elements.,630,1189,30,188.77,5663
Klaa_LFIuEs,Klaa_LFIuEs_1,"An urban plaza with a modern building and people gradually entering the scene. A person walks across the plaza, another follows, and a third remains seated while observing.",174,1542,30,60.37,1811
ISY4mUBZ1gs,ISY4mUBZ1gs_0,"A tranquil scene centered around a calm body of water. The water has a swirling pattern, and the foliage gently rustles.",33,1715,30,60.87,1826
hIoyQdHdxFE,hIoyQdHdxFE_1,"A grand corridor with classical columns and natural light. A solitary figure walks away, then another person enters and walks toward the camera, before exiting again, followed by a third person walking down the corridor.",174,1599,30,60.6,1818
iMjmS8m6Lpo,iMjmS8m6Lpo_3,"A busy paved area with a large building in the background. Individuals walk across the space, changing positions subtly.",2115,3287,30,120.2,3606
iMjmS8m6Lpo,iMjmS8m6Lpo_1,A large stadium with a distinctive architectural design. The stadium remains static with no visible movement or change in the scene.,174,974,30,120.2,3606
iMjmS8m6Lpo,iMjmS8m6Lpo_2,"A tranquil stadium view with surrounding greenery. The stadium remains empty, and the environment shows no movement.",1036,2062,30,120.2,3606
-fPsm8NGZso,-fPsm8NGZso_1,"A serene outdoor scene during sunset with silhouetted trees and distant structures. The sky's colors change subtly, and new tree branches and architectural details appear as the camera shifts slightly.",174,1541,30,59.53,1786
34XN47ul8_o,34XN47ul8_o_0,"A group of people is gathered outdoors on a patterned pavement. The individuals remain stationary, focused on an unseen point of interest.",30,1710,30,60.73,1822
YjSHI0inplo,YjSHI0inplo_1,"A static scene featuring a large cylindrical structure in a dry landscape. The structure remains motionless, and there is no activity or change in the environment.",174,1226,30,49.0,1470
i7UQoftSoKA,i7UQoftSoKA_1,"A nighttime street protest with a large group of individuals holding signs. Protesters shift positions and some move to the right, indicating active participation.",783,912,30,80.57,2417
i7UQoftSoKA,i7UQoftSoKA_2,"A lively urban night scene filled with a diverse crowd. People walk, converse, and some enter the scene, while others navigate the space.",1917,2154,30,80.57,2417
g9Y5_EQJ8jc,g9Y5_EQJ8jc_0,"A tranquil natural scene with a rocky stream and greenery. The water flows gently around the boulders, creating ripples.",30,972,30,72.0,2160
e_HAJs2M_QE,e_HAJs2M_QE_0,"A nighttime cityscape viewed from an elevated perspective. The glowing circles and logos appear and disappear, while circular overlays with text partially obscure the city view.",1,399,30,72.03,2161
e_HAJs2M_QE,e_HAJs2M_QE_1,"A tranquil nighttime cityscape with illuminated buildings. The bright light source remains constant, and no movements occur in the scene.",504,1885,30,72.03,2161
ZugwxpGfg4U,ZugwxpGfg4U_1,"A desolate landscape featuring a solitary building under a hazy sky. The camera pans to reveal the building's front and wider surroundings, but the landscape remains unchanged.",174,1424,30,55.5,1665
sCAjATmJqeI,sCAjATmJqeI_1,"A nighttime ceremony in a brightly lit stadium with a ceremonial bowl at its center. People gather around the bowl, some handling it while others observe, with subtle changes in their positions and gestures.",174,1898,30,70.57,2117
zy4JnXRTgeY,zy4JnXRTgeY_1,"A grand historical building surrounded by manicured grounds and trees. Shadows shift slightly as the sun moves, and a group of people appears at the entrance.",174,2024,30,74.8,2244
Zmde_hRF44Y,Zmde_hRF44Y_3,"A busy street scene from a vendor's perspective. The vendor arranges items and interacts with customers, while pedestrians move in and out of the frame. A person in a brightly colored top approaches, then leaves, and a new vendor in a blue top enters the scene.",2316,3153,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_4,"A peaceful outdoor gathering in an urban setting under overcast weather. People stand and sit closely together, facing a focal point, with minor shifts in posture; a new individual moves across the background.",3213,4104,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_5,"A vibrant urban festival featuring a mix of traditional and modern attire. Participants walk in groups, carrying flags and banners, while more individuals join the procession.",4293,4413,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_12,"A street procession with a large crowd and festive banners. The crowd remains stationary, and the vehicles, including a truck with a large statue, do not move.",8481,8895,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_6,A vibrant festival procession featuring a decorated portable shrine in an urban environment. Participants carry the shrine while spectators watch attentively from behind cordoned-off tape.,4473,4551,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_7,"A vibrant urban parade with participants in traditional attire around an ornate float. The float moves through the crowd, people walk alongside it, and new faces appear among the participants.",4701,5022,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_8,"A bustling city event with a large crowd focused on a procession. The crowd shifts positions, individuals wave flags, and a procession with uniformed participants and an ornate structure moves through the scene.",5082,5949,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_10,"A bustling street scene during a public demonstration with a large crowd. The crowd density increases, a white van moves out of the frame, and an ornate structure appears, attracting attention.",6888,7608,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_9,"A lively festival scene with participants and performers. Individuals raise their arms, performers walk and play instruments, and police officers monitor the event.",6540,6612,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_16,"A vibrant city street bustling with activity. A man shifts his stance, people walk by, and the vendor's cart remains stationary.",11127,12060,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_13,"A lively parade featuring traditional costumes and a portable float under an overcast sky. The float moves forward, performers play instruments and dance, while spectators adjust their positions to watch.",8955,9105,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_11,"A vibrant cultural celebration in an urban setting with many people in traditional attire. People are seated under tents, banners flutter in the wind, and a decorated vehicle is present.",7668,8247,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_0,"A lively outdoor festival scene featuring a large portable shrine and a crowd in traditional attire. The shrine is carried to the right, while individuals shift positions within the crowd.",87,492,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_1,"A bustling outdoor market with a crowded atmosphere and a performance area. People stand and sit in the crowd, while performers in traditional costumes engage the audience.",648,1491,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_2,"A bustling city street scene with heavy traffic and pedestrians. Vehicles shift positions in congestion, pedestrians walk, stand, and cross the street.",1551,2127,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_14,"A lively urban event with people moving across the street. People walk in various directions, some carrying bags; crowd density fluctuates as groups form and disperse.",9279,10062,30,403.77,12113
Zmde_hRF44Y,Zmde_hRF44Y_15,"A vibrant outdoor festival with energetic performers and an engaged audience. Performers dance in a synchronized formation, while spectators shift positions to watch.",10122,11067,30,403.77,12113
Hdt3z0c87aU,Hdt3z0c87aU_1,"A serene outdoor landscape with stone steps and a balustrade. The standing individual moves closer to the balustrade, the seated person stays still, and others enter and engage in conversation before leaving.",180,1587,30,60.3,1809
WFLLCm8eM3w,WFLLCm8eM3w_3,"A tranquil scene featuring a grand stone structure in a park-like setting. The scene remains still, with blue text briefly appearing above the pathway before disappearing.",2320,3071,30,180.8,5424
WFLLCm8eM3w,WFLLCm8eM3w_4,"A tranquil evening gathering in a public space with festive lights. People sit relaxed, some facing the camera, as the natural light fades and artificial lights brighten the scene.",3132,3998,30,180.8,5424
WFLLCm8eM3w,WFLLCm8eM3w_5,"An underground tunnel illuminated by warm, sepia-toned light. Groups of people stand, some enter or exit, and others reposition themselves.",4059,5199,30,180.8,5424
WFLLCm8eM3w,WFLLCm8eM3w_1,A static urban landscape at dusk with distinctive buildings. The circular structure and surrounding environment remain motionless.,174,1410,30,180.8,5424
WFLLCm8eM3w,WFLLCm8eM3w_2,"A tranquil historic scene featuring a large golden dome and cylindrical structures. Text overlays briefly appear and then disappear, while the dome and structures remain stationary.",2036,2257,30,180.8,5424
iZAG5YUyuYM,iZAG5YUyuYM_3,"An urban public space with a modern building and a red carpet. One person remains on the left side of the carpet, while another approaches from the right side moving towards the building.",1065,1538,30,187.53,5626
iZAG5YUyuYM,iZAG5YUyuYM_4,"A busy indoor public space resembling a shopping mall. A person in a red dress walks across the atrium, while others walk, stand, and converse nearby.",1665,2259,30,187.53,5626
iZAG5YUyuYM,iZAG5YUyuYM_6,"A sunny day at an outdoor skating park with a skater. The skater moves fluidly across the park, casting a shadow on the ground.",2947,3559,30,187.53,5626
iZAG5YUyuYM,iZAG5YUyuYM_7,"A skateboarder performs tricks at a sunny skatepark. The skateboarder crouches, descends the ramp, pushes off to ascend again, and repeats the movement.",3612,4132,30,187.53,5626
iZAG5YUyuYM,iZAG5YUyuYM_9,"A spacious plaza with two individuals walking. One man walks left, while another approaches the camera slowly.",4940,5474,30,187.53,5626
iZAG5YUyuYM,iZAG5YUyuYM_2,"A calm urban scene with a footpath and a multistory building. A male pedestrian walks away, and a small object appears on the path.",688,885,30,187.53,5626
MQ-uV7EBt4E,MQ-uV7EBt4E_1,"A cozy restaurant interior with dark walls and checkered tile floor. Patrons shift positions, and a new individual walks towards the bar.",174,1043,30,74.1,2223
MQ-uV7EBt4E,MQ-uV7EBt4E_2,"A lively dining area with checkered tablecloths and a blue carpet. People enter, walk, and interact, with positions changing throughout the scene.",1104,2002,30,74.1,2223
FjrimE5W4p8,FjrimE5W4p8_1,"An ancient, unoccupied amphitheater under a clear sky. The structure remains static, with no movement or change in the environment.",183,1536,30,60.37,1811
08blm8d3aaI,08blm8d3aaI_1,A static urban plaza surrounded by curving walls and a hazy skyline. No movement or changes occur in the scene or its elements.,177,2483,30,90.17,2705
_npISFfI9dA,_npISFfI9dA_1,A serene and unchanging skatepark scene with a distorted view. There is no movement or change in the skatepark or its surroundings.,186,1547,30,60.2,1806
sScJrzFyLLM,sScJrzFyLLM_0,"A tranquil black and white landscape with water and distant trees. A small boat floats steadily in the water, and cloud formations change slightly.",0,1277,30,60.5,1815
Rx3be6F8Q8g,Rx3be6F8Q8g_1,A serene nighttime scene featuring an ornately carved doorway. There are no movements or changes in the scene; everything remains still.,174,1641,30,62.2,1866
v2uKyJ9RhSI,v2uKyJ9RhSI_0,A lively bar scene filled with patrons watching a football match. The crowd reacts with raised arms and shifting positions as the game unfolds.,0,810,30,27.03,811
CKteT-iEk0s,CKteT-iEk0s_1,"A cozy, wood-paneled room with rustic charm. The sunlight streams through the window, casting shadows, while the furniture remains stationary.",173,1559,30,60.8,1824
EcYTET6LePI,EcYTET6LePI_1,"A tranquil waterfront scene with a distorted horizon. The large body of water remains still, the ship and colorful structure stay in place.",174,1704,30,64.2,1926
d5z5tJWG0yk,d5z5tJWG0yk_0,"A static urban scene featuring a snow mound and a statue. The snow mound and statue remain motionless, with no changes in the buildings or sky.",30,1743,30,60.0,1800
wX-Y4AD7R1c,wX-Y4AD7R1c_0,"A journey through various outdoor landscapes from a moving vehicle. The vehicle moves forward along the road, transitioning from urban to natural environments.",0,6412,30,213.77,6413
GTwPDWhxqIk,GTwPDWhxqIk_1,"A desolate extraterrestrial landscape under a cloudy sky. The light source remains bright and central, while mountains in the distance become clearer and then less defined. The terrain stays unchanged throughout.",174,1489,30,61.97,1859
g6lUyaS-Gi0,g6lUyaS-Gi0_0,"A tranquil landscape with a body of water and distant hills. The water remains still, and the sun's position is constant.",0,1816,30,60.57,1817
Tajb3t-ZhIo,Tajb3t-ZhIo_1,"A tranquil scene of an ancient stone archway in a dry, desert-like environment. No movement or changes in the scene are observed.",174,1639,30,65.0,1950
-sqhoIdV4O0,-sqhoIdV4O0_0,"An outdoor scene with a dirt path leading to a hill, surrounded by lush greenery. A mountain biker descends the path at a moderate pace, maneuvers a bend, and then moves out of the frame.",0,1818,30,62.0,1860
86TMzmsf9L4,86TMzmsf9L4_0,"A tranquil scene of a calm body of water with reflections and leafless trees. The environment remains static, with no movement or change observed.",30,1518,30,60.77,1823
FCaC9XnjkvQ,FCaC9XnjkvQ_1,"An urban park scene with a grass pathway, trees, and a lamppost. The park elements remain stationary, with no movement or changes observed.",174,1391,30,53.9,1617
tps7TL4-dI0,tps7TL4-dI0_0,"A static scene featuring a large rust-colored abstract monument in an empty plaza. The monument remains unchanged, with no movement or action in the scene.",28,643,30,58.83,1765
GO11JZio6tE,GO11JZio6tE_0,"A static indoor scene filled with furniture and objects. The blue light briefly illuminates part of the room, but everything else remains unchanged.",0,8801,30,293.4,8802
KRWfDmlu82E,KRWfDmlu82E_3,"A tranquil outdoor scene with sandy areas surrounded by trees and Mediterranean-style buildings. The trees cast static shadows on the ground, and there is no movement from any objects or elements.",2430,3398,30,197.2,5916
KRWfDmlu82E,KRWfDmlu82E_4,"A tranquil outdoor scene with a walkway leading to a building. A person walks along the pathway, their shadow becoming more pronounced before exiting the frame.",3459,4454,30,197.2,5916
KRWfDmlu82E,KRWfDmlu82E_5,A tranquil garden scene with a large tree and lush greenery. There are no movements or changes in the environment.,4515,5698,30,197.2,5916
KRWfDmlu82E,KRWfDmlu82E_1,"An expansive outdoor area with a curved paved surface and buildings. A person walks across the paved area towards the buildings, then disappears.",174,1174,30,197.2,5916
KRWfDmlu82E,KRWfDmlu82E_2,"A spacious corridor with arched ceilings and natural light. A person enters, walks down the corridor, and then exits.",1242,2238,30,197.2,5916
tWP-joU5MU8,tWP-joU5MU8_0,"A historical plaza featuring the Grand Mosque of Suleymaniye with surrounding architecture. People walk and sit, with an increase in their numbers and activity over time.",30,465,30,92.0,2760
